ID,Flight Number,Origin,Destination,Status,Delay
1497,N1401L  ,United States,1742059445,unknown,0
1498,SWR4WP  ,Switzerland,1742059445,unknown,0
1499,SWR262C ,Switzerland,1742059445,unknown,0
1500,N7788J  ,United States,1742059445,unknown,0
1501,N694DA  ,United States,1742059445,unknown,0
1502,FGRIP   ,France,1742059445,unknown,0
1503,EDV5015 ,United States,1742059444,unknown,0
1504,TAP1542 ,Portugal,1742059431,unknown,0
1505,TAP1356 ,Portugal,1742059445,unknown,0
1506,N853AL  ,United States,1742059445,unknown,0
1507,TAP73RA ,Portugal,1742059445,unknown,0
1508,AAL1149 ,United States,1742059445,unknown,0
1509,EJA250  ,United States,1742059445,unknown,0
1510,CVU87   ,United States,1742059169,unknown,0
1511,VJA356  ,United States,1742059445,unknown,0
1512,UAL219  ,United States,1742059444,unknown,0
1513,VTE3075 ,United States,1742059260,unknown,0
1514,KPO371  ,United States,1742059444,unknown,0
1515,TAM3524 ,Brazil,1742059445,unknown,0
1516,TAP1863 ,Portugal,1742059384,unknown,0
1517,TAM3154 ,Brazil,1742059402,unknown,0
1518,N682WY  ,United States,1742059445,unknown,0
1519,UAL2382 ,United States,1742059445,unknown,0
1520,DAL813  ,United States,1742059445,unknown,0
1521,AAL2283 ,United States,1742059444,unknown,0
1522,LXJ487  ,United States,1742059444,unknown,0
1523,RJA156  ,Jordan,1742059332,unknown,0
1524,ANE98SF ,Spain,1742059445,unknown,0
1525,UAE529  ,United Arab Emirates,1742059441,unknown,0
1526,TAP1272 ,Portugal,1742059445,unknown,0
1527,TAP1364 ,Portugal,1742059444,unknown,0
1528,JZA568  ,Canada,1742059444,unknown,0
1529,AAY1565 ,United States,1742059445,unknown,0
1530,AAY752  ,United States,1742059444,unknown,0
1531,SDM6662 ,Russian Federation,1742056652,unknown,0
1532,DAL934  ,United States,1742059445,unknown,0
1533,WJA209  ,Canada,1742059445,unknown,0
1534,N4966S  ,United States,1742059445,unknown,0
1535,SKW5297 ,United States,1742059444,unknown,0
1536,RPA4604 ,United States,1742059445,unknown,0
1537,PDT5820 ,United States,1742059444,unknown,0
1538,SKW6455 ,United States,1742059443,unknown,0
1539,N613AJ  ,United States,1742059444,unknown,0
1540,TAP15GV ,Portugal,1742059189,unknown,0
1541,TAP543W ,Portugal,1742059445,unknown,0
1542,N606ZZ  ,United States,1742059445,unknown,0
1543,XSR487  ,United States,1742059445,unknown,0
1544,N58866  ,United States,1742059445,unknown,0
1545,EJU4267 ,Austria,1742059408,unknown,0
1546,UAL1584 ,United States,1742059444,unknown,0
1547,N763MT  ,United States,1742059445,unknown,0
1548,CXK1093 ,United States,1742059445,unknown,0
1549,VAR474  ,United States,1742059361,unknown,0
1550,N53068  ,United States,1742059379,unknown,0
1551,SKW5235 ,United States,1742059445,unknown,0
1552,JIA5100 ,United States,1742059445,unknown,0
1553,N818AF  ,United States,1742059445,unknown,0
1554,NGF1233 ,United States,1742059445,unknown,0
1555,SBI5219 ,Russian Federation,1742059438,unknown,0
1556,T7ARES  ,San Marino,1742059440,unknown,0
1557,AAL127  ,United States,1742059445,unknown,0
1558,N2901S  ,United States,1742059443,unknown,0
1559,SBI3007 ,Russian Federation,1742059445,unknown,0
1560,GJS4436 ,United States,1742059444,unknown,0
1561,EJA536  ,United States,1742059444,unknown,0
1562,AXB773  ,India,1742059445,unknown,0
1563,SBI5723 ,Russian Federation,1742059444,unknown,0
1564,,Switzerland,1742059415,unknown,0
1565,N822ET  ,United States,1742059395,unknown,0
1566,N299SC  ,United States,1742059445,unknown,0
1567,EZS49PA ,Switzerland,1742059445,unknown,0
1568,CSS162  ,China,1742059443,unknown,0
1569,NDL191  ,Canada,1742059445,unknown,0
1570,ENY4179 ,United States,1742059445,unknown,0
1571,AAY2466 ,United States,1742059445,unknown,0
1572,SKW3382 ,United States,1742059444,unknown,0
1573,CGHST   ,Canada,1742059443,unknown,0
1574,,United States,1742059444,unknown,0
1575,TGSPY   ,Guatemala,1742059354,unknown,0
1576,SWA1172 ,United States,1742059445,unknown,0
1577,EZY61WY ,United Kingdom,1742059445,unknown,0
1578,JST28   ,Australia,1742059444,unknown,0
1579,N173SK  ,United States,1742059440,unknown,0
1580,MS4     ,United States,1742059445,unknown,0
1581,BAW2PD  ,United Kingdom,1742059445,unknown,0
1582,EZY32QY ,United Kingdom,1742059445,unknown,0
1583,ENT74HG ,Poland,1742059445,unknown,0
1584,UAL2133 ,United States,1742059445,unknown,0
1585,N404BY  ,United States,1742059445,unknown,0
1586,EZY73WT ,United Kingdom,1742059441,unknown,0
1587,UAL973  ,United States,1742059444,unknown,0
1588,WJA2042 ,Canada,1742059445,unknown,0
1589,N77RL   ,United States,1742059445,unknown,0
1590,FXT12E  ,Denmark,1742059445,unknown,0
1591,KLM702  ,Kingdom of the Netherlands,1742059170,unknown,0
1592,N167BD  ,United States,1742059152,unknown,0
1593,UAE859  ,United Arab Emirates,1742059359,unknown,0
1594,N316TG  ,United States,1742059445,unknown,0
1595,ERU856  ,United States,1742059445,unknown,0
1596,N404CA  ,United States,1742059445,unknown,0
1597,AEA122  ,Spain,1742059445,unknown,0
1598,BEL1CP  ,Spain,1742059431,unknown,0
1599,ENT4677 ,Poland,1742059443,unknown,0
1600,RPA4785 ,United States,1742059445,unknown,0
1601,IGO1164 ,India,1742059373,unknown,0
1602,BAW7TG  ,United Kingdom,1742059445,unknown,0
1603,ENT7843 ,Poland,1742059189,unknown,0
1604,AXB2823 ,India,1742059415,unknown,0
1605,N6015F  ,United States,1742059443,unknown,0
1606,SWA2262 ,United States,1742059445,unknown,0
1607,KLM25M  ,Kingdom of the Netherlands,1742059445,unknown,0
1608,ANE97CX ,Spain,1742059445,unknown,0
1609,IGO6317 ,India,1742059444,unknown,0
1610,GAP2148 ,Philippines,1742059444,unknown,0
1611,GOKTA   ,United Kingdom,1742059445,unknown,0
1612,DAL788  ,United States,1742059445,unknown,0
1613,UAE7Y   ,United Arab Emirates,1742059289,unknown,0
1614,VIV1001 ,Mexico,1742059444,unknown,0
1615,SWR1BG  ,Switzerland,1742059444,unknown,0
1616,UAE1MY  ,United Arab Emirates,1742059445,unknown,0
1617,N32256  ,United States,,unknown,0
1618,DAL1293 ,United States,1742059444,unknown,0
1619,MEA242  ,San Marino,1742059320,unknown,0
1620,N91HW   ,United States,1742059445,unknown,0
1621,UAE810  ,United Arab Emirates,1742059328,unknown,0
1622,N4639X  ,United States,1742059445,unknown,0
1623,,India,1742059445,unknown,0
1624,N3513U  ,United States,,unknown,0
1625,,Canada,1742059326,unknown,0
1626,SWR4QF  ,Switzerland,1742059444,unknown,0
1627,BAW173A ,United Kingdom,1742059287,unknown,0
1628,SWR4KW  ,Switzerland,1742059445,unknown,0
1629,FDX6013 ,United States,1742059433,unknown,0
1630,EDV5405 ,United States,1742059445,unknown,0
1631,N120VA  ,United States,1742059383,unknown,0
1632,ANE19SN ,Spain,1742059444,unknown,0
1633,AXB4503 ,India,1742059444,unknown,0
1634,FFT3893 ,United States,1742059443,unknown,0
1635,DAL807  ,United States,1742059445,unknown,0
1636,FFT1473 ,United States,1742059444,unknown,0
1637,N903J   ,United States,1742059445,unknown,0
1638,CDC8738 ,China,1742059445,unknown,0
1639,SWA1927 ,United States,1742059445,unknown,0
1640,N423WA  ,United States,1742059440,unknown,0
1641,PDT5825 ,United States,1742059445,unknown,0
1642,ENY3598 ,United States,1742059444,unknown,0
1643,SWA818  ,United States,1742059445,unknown,0
1644,AAL2839 ,United States,1742059445,unknown,0
1645,,United States,,unknown,0
1646,SWA2080 ,United States,1742059445,unknown,0
1647,ANZ582  ,New Zealand,1742059444,unknown,0
1648,N702GG  ,United States,1742059442,unknown,0
1649,N8374L  ,United States,1742059444,unknown,0
1650,AFR1496 ,France,1742059445,unknown,0
1651,SWA4824 ,United States,1742059444,unknown,0
1652,AAY958  ,United States,1742059443,unknown,0
1653,AFR1277 ,France,1742059445,unknown,0
1654,AFR85KP ,France,1742059445,unknown,0
1655,N76UK   ,United States,1742059444,unknown,0
1656,SWA1899 ,United States,1742059445,unknown,0
1657,AFR24QR ,France,1742059444,unknown,0
1658,ASH6195 ,United States,1742059445,unknown,0
1659,ASH6072 ,United States,1742059380,unknown,0
1660,N851AA  ,United States,1742059436,unknown,0
1661,WWI91   ,United States,1742059444,unknown,0
1662,AAY427  ,United States,1742059445,unknown,0
1663,TFF936  ,United States,1742059445,unknown,0
1664,DAL2973 ,United States,1742059445,unknown,0
1665,N724HT  ,United States,1742059444,unknown,0
1666,DAL3014 ,United States,1742059350,unknown,0
1667,DAL2172 ,United States,1742059445,unknown,0
1668,N8101C  ,United States,1742059444,unknown,0
1669,,United States,1742059316,unknown,0
1670,SWA1777 ,United States,1742059445,unknown,0
1671,RPA5761 ,United States,1742059438,unknown,0
1672,XSM36   ,United States,1742059444,unknown,0
1673,N724HS  ,United States,1742059445,unknown,0
1674,WJA2377 ,Canada,1742059444,unknown,0
1675,UAL800  ,United States,1742059445,unknown,0
1676,N925PF  ,United States,1742059444,unknown,0
1677,NDU722  ,United States,1742059444,unknown,0
1678,NKS640  ,United States,1742059444,unknown,0
1679,EJM461  ,United States,1742059445,unknown,0
1680,SWA2839 ,United States,1742059438,unknown,0
1681,PBD566  ,Russian Federation,1742058369,unknown,0
1682,AZG208  ,United Kingdom,1742059444,unknown,0
1683,EJM313  ,United States,1742059445,unknown,0
1684,N286MJ  ,United States,1742059444,unknown,0
1685,ERY85   ,United States,1742059445,unknown,0
1686,UPS152  ,United States,1742059445,unknown,0
1687,N211PT  ,United States,1742059425,unknown,0
1688,,United States,,unknown,0
1689,BAW856Z ,United Kingdom,1742059445,unknown,0
1690,ASH6141 ,United States,1742059445,unknown,0
1691,EDV5241 ,United States,1742059445,unknown,0
1692,NOZ4FY  ,Norway,1742059445,unknown,0
1693,BAW71UD ,United Kingdom,1742059444,unknown,0
1694,ASA7011 ,United States,1742059445,unknown,0
1695,ASH6224 ,United States,1742059442,unknown,0
1696,N187K   ,United States,1742059444,unknown,0
1697,AEA38AQ ,Spain,1742059445,unknown,0
1698,N8376A  ,United States,1742059189,unknown,0
1699,LXJ439  ,United States,1742059445,unknown,0
1700,ANE72SM ,Spain,1742059445,unknown,0
1701,N862YB  ,United States,1742059445,unknown,0
1702,ANE1082 ,Spain,1742059444,unknown,0
1703,ANE44PH ,Spain,1742059345,unknown,0
1704,UTOW514 ,Canada,1742059433,unknown,0
1705,N915CM  ,United States,1742059425,unknown,0
1706,XAIZA   ,Mexico,1742059444,unknown,0
1707,UAL2150 ,United States,1742059440,unknown,0
1708,REECMRJ ,Spain,1742059444,unknown,0
1709,UAL1064 ,United States,1742059445,unknown,0
1710,DAL2209 ,United States,1742059444,unknown,0
1711,EXS1221 ,United Kingdom,1742059445,unknown,0
1712,AFL7130 ,Russian Federation,1742059445,unknown,0
1713,AFL1717 ,Russian Federation,1742059444,unknown,0
1714,SKW4055 ,United States,1742059445,unknown,0
1715,SWA3059 ,United States,1742059445,unknown,0
1716,DLH400  ,Germany,1742059443,unknown,0
1717,JBU1083 ,United States,1742059444,unknown,0
1718,UAL1502 ,United States,1742059444,unknown,0
1719,UAL405  ,United States,1742059445,unknown,0
1720,AFL430  ,Russian Federation,1742059444,unknown,0
1721,00000000,United States,1742059444,unknown,0
1722,N837SP  ,United States,1742059444,unknown,0
1723,PDT5693 ,United States,1742059445,unknown,0
1724,N65KD   ,United States,1742059445,unknown,0
1725,JRE785  ,United States,1742059442,unknown,0
1726,DAL388  ,United States,1742059445,unknown,0
1727,AMX1740 ,United States,1742059390,unknown,0
1728,AAL2309 ,United States,1742059445,unknown,0
1729,N81053  ,United States,1742059445,unknown,0
1730,SKW5789 ,United States,1742059445,unknown,0
1731,JIA5362 ,United States,1742059445,unknown,0
1732,SWA1484 ,United States,1742059445,unknown,0
1733,JBU1851 ,United States,1742059437,unknown,0
1734,DAL1979 ,United States,1742059444,unknown,0
1735,TCMAA   ,Turkey,1742059445,unknown,0
1736,UAL542  ,United States,1742059445,unknown,0
1737,UAL1087 ,United States,1742059445,unknown,0
1738,AAL764  ,United States,1742059441,unknown,0
1739,AAL3158 ,United States,1742059445,unknown,0
1740,DLH422  ,Germany,1742059445,unknown,0
1741,JBU396  ,United States,1742059445,unknown,0
1742,DAL1708 ,United States,1742059445,unknown,0
1743,DAL570  ,United States,1742059445,unknown,0
1744,UAL1596 ,United States,1742059445,unknown,0
1745,CKS622  ,United States,1742059445,unknown,0
1746,UAL679  ,United States,1742059443,unknown,0
1747,AFL232  ,Russian Federation,1742059445,unknown,0
1748,SAS907  ,Sweden,1742059444,unknown,0
1749,AAL1265 ,United States,1742059347,unknown,0
1750,N531QS  ,United States,1742059444,unknown,0
1751,UAE317  ,United Arab Emirates,1742059416,unknown,0
1752,UAE355  ,United Arab Emirates,1742059445,unknown,0
1753,QXE2386 ,United States,1742059445,unknown,0
1754,UAE149  ,United Arab Emirates,1742059445,unknown,0
1755,SWA1106 ,United States,1742059444,unknown,0
1756,N661LF  ,United States,1742059445,unknown,0
1757,AFR71BG ,France,1742059384,unknown,0
1758,LIL9171 ,Romania,1742059445,unknown,0
1759,N67TF   ,United States,1742059444,unknown,0
1760,,United Arab Emirates,1742059131,unknown,0
1761,CFS4802 ,United States,1742059445,unknown,0
1762,WJA711  ,Canada,1742059445,unknown,0
1763,AFL427  ,Russian Federation,1742057392,unknown,0
1764,N294PA  ,United States,1742059445,unknown,0
1765,EJA956  ,United States,1742059445,unknown,0
1766,UAE51P  ,United Arab Emirates,1742059445,unknown,0
1767,UAE69R  ,United Arab Emirates,1742059445,unknown,0
1768,GIA878  ,Indonesia,1742059408,unknown,0
1769,DLH729  ,Germany,1742059445,unknown,0
1770,,United Arab Emirates,,unknown,0
1771,GIA718  ,Indonesia,1742059444,unknown,0
1772,OCN64   ,Germany,1742059443,unknown,0
1773,N77VR   ,United States,1742059444,unknown,0
1774,ANA856  ,Japan,1742059186,unknown,0
1775,MAU15   ,Mauritius,1742059398,unknown,0
1776,N6899R  ,United States,1742059445,unknown,0
1777,JBU1054 ,United States,1742059445,unknown,0
1778,UAL2863 ,United States,1742059444,unknown,0
1779,SWA1164 ,United States,1742059445,unknown,0
1780,SKW5635 ,United States,1742059372,unknown,0
1781,JZA483  ,Canada,1742059444,unknown,0
1782,SWA2693 ,United States,1742059445,unknown,0
1783,ATN4323 ,United States,1742059445,unknown,0
1784,SKW5109 ,United States,1742059445,unknown,0
1785,EDV5416 ,United States,1742059445,unknown,0
1786,UAE922  ,United Arab Emirates,1742059414,unknown,0
1787,N6409U  ,United States,1742059354,unknown,0
1788,UAL597  ,United States,1742059445,unknown,0
1789,UAL2225 ,United States,1742059445,unknown,0
1790,UAE256  ,United Arab Emirates,1742059444,unknown,0
1791,JBU8442 ,United States,1742059445,unknown,0
1792,UAE81W  ,United Arab Emirates,1742059445,unknown,0
1793,N404DP  ,United States,1742059445,unknown,0
1794,N477GG  ,United States,1742059444,unknown,0
1795,,United Arab Emirates,,unknown,0
1796,N134CK  ,United States,1742059443,unknown,0
1797,DAL1266 ,United States,1742059444,unknown,0
1798,XAFZI   ,Mexico,1742059172,unknown,0
1799,UAL65   ,United States,1742059445,unknown,0
1800,MAU53   ,Mauritius,1742059445,unknown,0
1801,CXK226  ,United States,1742059444,unknown,0
1802,UAE9748 ,United Arab Emirates,1742059437,unknown,0
1803,C101    ,United States,1742059445,unknown,0
1804,GJS4605 ,United States,1742059443,unknown,0
1805,SWA2111 ,United States,1742059445,unknown,0
1806,CSN626  ,China,1742059371,unknown,0
1807,LXJ391  ,United States,1742059443,unknown,0
1808,GJS4477 ,United States,1742059445,unknown,0
1809,KNIFE75 ,United States,1742059419,unknown,0
1810,DAL2401 ,United States,1742059444,unknown,0
1811,UAE7V   ,United Arab Emirates,1742059444,unknown,0
1812,DAL662  ,United States,1742059445,unknown,0
1813,ASA1266 ,United States,1742059375,unknown,0
1814,N371BL  ,United States,1742059445,unknown,0
1815,UAE9LT  ,United Arab Emirates,1742059444,unknown,0
1816,ENY9870 ,United States,1742059445,unknown,0
1817,UAL1307 ,United States,1742059316,unknown,0
1818,UAL1847 ,United States,1742059445,unknown,0
1819,N6017W  ,United States,1742059436,unknown,0
1820,GBAAW   ,United Kingdom,1742059291,unknown,0
1821,ASP567  ,Canada,1742059445,unknown,0
1822,UAL1337 ,United States,1742059444,unknown,0
1823,UAL2376 ,United States,1742059445,unknown,0
1824,JAL79   ,Japan,1742059443,unknown,0
1825,AAL119  ,United States,1742059443,unknown,0
1826,UAL2046 ,United States,1742059444,unknown,0
1827,DAL820  ,United States,1742059445,unknown,0
1828,SKW5699 ,United States,1742059445,unknown,0
1829,SKW5030 ,United States,1742059444,unknown,0
1830,UAL1834 ,United States,1742059444,unknown,0
1831,UAL660  ,United States,1742059445,unknown,0
1832,DAL880  ,United States,1742059444,unknown,0
1833,UAL1857 ,United States,1742059445,unknown,0
1834,N564BR  ,United States,1742059444,unknown,0
1835,NKS414  ,United States,1742059437,unknown,0
1836,VPCKI   ,United Kingdom,1742059445,unknown,0
1837,AAL1969 ,United States,1742059445,unknown,0
1838,AAL336  ,United States,1742059216,unknown,0
1839,ATL779  ,Switzerland,1742059289,unknown,0
1840,JKA80   ,United States,1742059377,unknown,0
1841,TSC803  ,Canada,1742059441,unknown,0
1842,SAS611  ,Sweden,1742059444,unknown,0
1843,CGAAX   ,Canada,1742059441,unknown,0
1844,N8372G  ,United States,1742059426,unknown,0
1845,SKW5234 ,United States,1742059445,unknown,0
1846,JIA5294 ,United States,1742059444,unknown,0
1847,TAP1337 ,Portugal,1742059445,unknown,0
1848,TAP1313 ,Portugal,1742059444,unknown,0
1849,TAP555  ,Portugal,1742059445,unknown,0
1850,N6365C  ,United States,1742059243,unknown,0
1851,TAP645  ,Portugal,1742059444,unknown,0
1852,TAP86VC ,Portugal,1742059445,unknown,0
1853,AFR76TX ,France,1742059445,unknown,0
1854,EJA900  ,United States,1742059445,unknown,0
1855,N74563  ,United States,1742059444,unknown,0
1856,UAL2188 ,United States,1742059444,unknown,0
1857,N813HD  ,United States,1742059444,unknown,0
1858,BAW955L ,United Kingdom,1742059445,unknown,0
1859,DAL1579 ,United States,1742059444,unknown,0
1860,N818PR  ,United States,1742059425,unknown,0
1861,N963JA  ,United States,1742059441,unknown,0
1862,AFR1185 ,France,1742059444,unknown,0
1863,EJM37   ,United States,1742059445,unknown,0
1864,RWD701  ,Bulgaria,1742059420,unknown,0
1865,UAL678  ,United States,1742059444,unknown,0
1866,SWA1694 ,United States,1742059445,unknown,0
1867,WUP908  ,United States,1742059445,unknown,0
1868,AAY1020 ,United States,1742059445,unknown,0
1869,SWA3796 ,United States,1742059445,unknown,0
1870,N78303  ,United States,1742059445,unknown,0
1871,DAL2134 ,United States,1742059445,unknown,0
1872,AFR1766 ,France,1742059444,unknown,0
1873,AAL878  ,United States,1742059444,unknown,0
1874,CCM17KY ,France,,unknown,0
1875,N331NC  ,United States,1742059445,unknown,0
1876,DAL657  ,United States,1742059444,unknown,0
1877,N2060U  ,United States,1742059445,unknown,0
1878,N1004E  ,United States,1742059441,unknown,0
1879,UAL604  ,United States,1742059444,unknown,0
1880,UAL2850 ,United States,1742059445,unknown,0
1881,UAL2145 ,United States,1742059260,unknown,0
1882,AAL1748 ,United States,1742059445,unknown,0
1883,PAL423  ,Philippines,1742059444,unknown,0
1884,BAW4GS  ,United Kingdom,1742059445,unknown,0
1885,N307HR  ,United States,1742059445,unknown,0
1886,VOI450  ,Mexico,1742059445,unknown,0
1887,N724FS  ,United States,1742059444,unknown,0
1888,ASA1    ,United States,1742059209,unknown,0
1889,UAL2421 ,United States,1742059444,unknown,0
1890,AAL1624 ,United States,1742059445,unknown,0
1891,N211GR  ,United States,1742059444,unknown,0
1892,MXY828  ,United States,1742059445,unknown,0
1893,BNI3GR  ,Poland,1742059444,unknown,0
1894,UAL2191 ,United States,1742059440,unknown,0
1895,UAL1332 ,United States,1742059444,unknown,0
1896,SWA3794 ,United States,1742059428,unknown,0
1897,N406PJ  ,United States,1742059356,unknown,0
1898,UPS5983 ,United States,1742059445,unknown,0
1899,N33377  ,United States,1742059444,unknown,0
1900,BAW59P  ,United Kingdom,1742059445,unknown,0
1901,VOI1751 ,Mexico,1742059445,unknown,0
1902,N9582E  ,United States,1742059206,unknown,0
1903,VOI5566 ,Mexico,1742059428,unknown,0
1904,DAL945  ,United States,1742059445,unknown,0
1905,N9512J  ,United States,1742059445,unknown,0
1906,JBU2784 ,United States,1742059433,unknown,0
1907,ENY4138 ,United States,1742059444,unknown,0
1908,DAL327  ,United States,1742059443,unknown,0
1909,SWA1971 ,United States,1742059445,unknown,0
1910,JBU871  ,United States,1742059445,unknown,0
1911,N264AA  ,United States,1742059442,unknown,0
1912,PHX395  ,Canada,1742059386,unknown,0
1913,SWA3564 ,United States,1742059444,unknown,0
1914,AAL2970 ,United States,1742059445,unknown,0
1915,UAL1693 ,United States,1742059445,unknown,0
1916,AIZ512  ,Bulgaria,1742059445,unknown,0
1917,N443VJ  ,United States,1742059445,unknown,0
1918,TUI861P ,Germany,1742059445,unknown,0
1919,UAL925  ,United States,1742059444,unknown,0
1920,WUK60   ,United Kingdom,1742059210,unknown,0
1921,N9512Y  ,United States,1742059445,unknown,0
1922,N67WL   ,United States,1742059421,unknown,0
1923,AUA93   ,Austria,1742059445,unknown,0
1924,EJU75BR ,Austria,1742059251,unknown,0
1925,N886MT  ,United States,1742059445,unknown,0
1926,LNTFK   ,Norway,1742059431,unknown,0
1927,N756CM  ,United States,1742059445,unknown,0
1928,EJU31EP ,Austria,1742059445,unknown,0
1929,UAL1999 ,United States,1742059445,unknown,0
1930,N119RP  ,United States,1742059445,unknown,0
1931,HER119  ,United States,1742059445,unknown,0
1932,UAL571  ,United States,1742059445,unknown,0
1933,N1254D  ,United States,,unknown,0
1934,DAL1849 ,United States,1742059280,unknown,0
1935,EXS8JR  ,United Kingdom,1742059445,unknown,0
1936,JBU8654 ,United States,1742059445,unknown,0
1937,EJA742  ,United States,1742059445,unknown,0
1938,EXS68RY ,United Kingdom,1742059445,unknown,0
1939,AIZ337  ,Bulgaria,1742059445,unknown,0
1940,EJU67MY ,Austria,1742059445,unknown,0
1941,NOZ1845 ,Norway,1742059445,unknown,0
1942,N803RL  ,United States,1742059444,unknown,0
1943,NOZ5EM  ,Norway,1742059445,unknown,0
1944,EJU391N ,Austria,1742059443,unknown,0
1945,AAL2756 ,United States,1742059368,unknown,0
1946,AAL1884 ,United States,1742059443,unknown,0
1947,NOZ1792 ,Norway,1742059445,unknown,0
1948,AAL3102 ,United States,1742059445,unknown,0
1949,TOM18G  ,United Kingdom,1742059444,unknown,0
1950,AAL1402 ,United States,1742059445,unknown,0
1951,AFR93QM ,France,1742059445,unknown,0
1952,UAL1050 ,United States,1742059342,unknown,0
1953,N9285H  ,United States,1742059444,unknown,0
1954,EDV5227 ,United States,1742059443,unknown,0
1955,AFR26AH ,France,1742059444,unknown,0
1956,E55893  ,United States,1742059445,unknown,0
1957,ASA501  ,United States,1742059445,unknown,0
1958,AFR380V ,France,1742059445,unknown,0
1959,NOZ81R  ,Norway,1742059444,unknown,0
1960,EJU46NB ,Austria,1742059213,unknown,0
1961,PSBTJ   ,Brazil,1742059335,unknown,0
1962,,United States,,unknown,0
1963,SEU7552 ,Bulgaria,1742059444,unknown,0
1964,LIFELN03,Kingdom of the Netherlands,1742059213,unknown,0
1965,LXJ437  ,United States,1742059445,unknown,0
1966,EDV4804 ,United States,1742059443,unknown,0
1967,AFR32NY ,France,1742059444,unknown,0
1968,RPA5662 ,United States,1742059445,unknown,0
1969,AFR601  ,France,1742059445,unknown,0
1970,EJU61NG ,Austria,1742059445,unknown,0
1971,AAL2954 ,United States,1742059445,unknown,0
1972,AFR37DH ,France,1742059444,unknown,0
1973,AFR33GM ,France,1742059445,unknown,0
1974,GIA664  ,Indonesia,1742059445,unknown,0
1975,SWA2418 ,United States,1742059444,unknown,0
1976,AFR88DK ,France,1742059445,unknown,0
1977,DAL735  ,United States,1742059445,unknown,0
1978,SWA982  ,United States,1742059445,unknown,0
1979,GCMTV   ,United Kingdom,1742059421,unknown,0
1980,EZY87XL ,United Kingdom,1742059441,unknown,0
1981,UAL1304 ,United States,1742059445,unknown,0
1982,EJU38RH ,Austria,1742059445,unknown,0
1983,AFR52HT ,France,1742059445,unknown,0
1984,DAL2397 ,United States,1742059444,unknown,0
1985,EJU54VQ ,Austria,1742059445,unknown,0
1986,N675DB  ,United States,1742059445,unknown,0
1987,AIZ211  ,Bulgaria,1742059444,unknown,0
1988,SWA1430 ,United States,1742059445,unknown,0
1989,EJA958  ,United States,1742059444,unknown,0
1990,JSX850  ,United States,1742059445,unknown,0
1991,SCX416  ,United States,1742059444,unknown,0
1992,RPA5762 ,United States,1742059445,unknown,0
1993,NSH900  ,United States,1742059444,unknown,0
1994,UAL995  ,United States,1742059444,unknown,0
1995,EJU56UT ,Austria,1742059445,unknown,0
1996,EJU53UV ,Austria,1742059445,unknown,0
1997,ANA101  ,Japan,1742059187,unknown,0
1998,UAL952  ,United States,1742059445,unknown,0
1999,AAL2437 ,United States,1742059443,unknown,0
2000,AUA89   ,Austria,1742059445,unknown,0
2001,DAL2958 ,United States,1742059444,unknown,0
2002,N40CH   ,United States,1742059445,unknown,0
2003,,United States,,unknown,0
2004,N6368Q  ,United States,1742059445,unknown,0
2005,FIN9XG  ,Denmark,1742059444,unknown,0
2006,UCA4258 ,United States,1742059445,unknown,0
2007,EJU693P ,Austria,1742059445,unknown,0
2008,GIA969  ,Indonesia,1742059378,unknown,0
2009,UAL281  ,United States,1742059445,unknown,0
2010,SKW5008 ,United States,1742059444,unknown,0
2011,UAL2677 ,United States,1742059444,unknown,0
2012,DAL2127 ,United States,1742059444,unknown,0
2013,N973PC  ,United States,1742059442,unknown,0
2014,N900LJ  ,United States,1742059445,unknown,0
2015,SWA873  ,United States,1742059445,unknown,0
2016,MVP839  ,United States,1742059444,unknown,0
2017,LFA333  ,United States,1742059365,unknown,0
2018,RPA3511 ,United States,1742059444,unknown,0
2019,EJA851  ,United States,1742059445,unknown,0
2020,SYL474  ,Russian Federation,1742059444,unknown,0
2021,GLO1831 ,Brazil,1742059445,unknown,0
2022,N119RV  ,United States,1742059404,unknown,0
2023,SWA1785 ,United States,1742059232,unknown,0
2024,VWA212  ,United States,1742059416,unknown,0
2025,UAL961  ,United States,1742059444,unknown,0
2026,UAL3915 ,United States,1742059445,unknown,0
2027,N1986R  ,United States,1742059443,unknown,0
2028,SWA3770 ,United States,1742059444,unknown,0
2029,JZA876  ,Canada,1742059310,unknown,0
2030,WZZ61FQ ,Hungary,1742059445,unknown,0
2031,SWG7635 ,Canada,1742059445,unknown,0
2032,JZA7783 ,Canada,1742059445,unknown,0
2033,SKW5408 ,United States,1742059445,unknown,0
2034,N65FG   ,United States,1742059445,unknown,0
2035,RPA3526 ,United States,1742059445,unknown,0
2036,UCA4280 ,United States,1742059444,unknown,0
2037,N6746T  ,United States,1742059445,unknown,0
2038,N5465M  ,United States,1742059445,unknown,0
2039,N958SB  ,United States,1742059445,unknown,0
2040,GPX4PZ  ,Bulgaria,1742059445,unknown,0
2041,WZZ191  ,Hungary,1742059444,unknown,0
2042,VTE3108 ,United States,1742059445,unknown,0
2043,WZZ83AD ,Hungary,1742059445,unknown,0
2044,WZZ5085 ,Hungary,1742059445,unknown,0
2045,N5545T  ,United States,1742059444,unknown,0
2046,WZZ43   ,Hungary,1742059443,unknown,0
2047,N2795J  ,United States,1742059444,unknown,0
2048,WZZ3053 ,Hungary,1742059445,unknown,0
2049,UAL2277 ,United States,1742059444,unknown,0
2050,UAL1723 ,United States,1742059445,unknown,0
